## Physlog file version = 2
## AMC Amsterdam (SRN = 71279), Release unify (SWID 22.22)
## Tue 03-10-2017 18:03:34
## 0 0 0 0 0 16 14 11 0 23 23 -10 11 0 11 9 8 -9 0 20 [cal=3, reqid=5]
## Dockable table = FALSE
# v1raw v2raw  v1 v2  ppu resp  gx gy gz mark mark2
13 9  1 0  1 1408  -561 768 0 0000 0200
15 10  3 2  1 1408  -2010 328 -3 0000 0200
15 9  5 4  1 1408  -3447 131 -9 0000 0200
15 9  7 6  1 1408  -2939 54 -14 0000 0200
15 9  8 7  1 1344  -290 29 -16 0000 0200
15 7  8 7  1 1344  2272 20 -145 0000 0200
15 6  9 6  1 1344  2976 13 -921 0000 0200
12 6  8 6  1 1344  2109 6 -2688 0000 0200
12 6  8 5  1 1344  1096 1 -4250 0000 0200
9 4  7 4  1 1248  485 0 -3526 0000 0200
9 3  5 3  1 1248  195 0 -340 0000 0200
9 3  4 1  1 1248  73 0 2828 0000 0200
9 4  2 0  1 1248  26 0 3744 0000 0200
12 6  2 1  1 1248  8 0 2750 0000 0200
12 6  3 2  1 1024  2 0 1454 0000 0200
12 7  4 3  1 1024  0 0 650 0000 0200
12 9  6 5  1 1024  0 0 263 0000 0200
9 6  6 6  1 1024  0 0 99 0000 0200
9 4  6 6  1 1024  0 0 35 0000 0200
6 1  5 5  1 960  0 0 11 0000 0200
4 -1  3 3  1 960  -42 6 -9 0000 0200
3 -3  2 1  1 960  -11 -2 -243 0000 0200
6 -1  0 0  1 960  56 -22 -776 0000 0200
10 1  0 0  1 960  98 -35 -1559 0000 0200
16 10  2 0  1 896  87 -32 -1928 0000 0200
24 19  4 2  1 896  -71 4 -1731 0000 0200
31 28  8 6  1 896  -29 0 -1109 0000 0200
37 34  12 11  1 896  -53 8 -521 0000 0200
40 39  17 17  1 896  3 -1 -256 0000 0200
37 34  20 21  1 800  21 -3 -36 0000 0200
31 28  22 23  1 800  -37 8 -62 0000 0200
25 22  23 24  1 800  7 -1 9 0000 0200
19 19  21 23  1 800  -91 18 -39 0000 0200
15 15  18 20  1 800  34 -6 -20 0000 0200
12 12  14 17  1 672  -6 1 13 0000 0200
12 12  11 14  1 672  41 -8 -18 0000 0200
15 12  8 12  1 672  35 -6 58 0000 0200
15 12  7 10  1 672  -20 4 -22 0000 0200
15 12  6 9  1 672  15 -2 27 0000 0200
12 9  5 7  1 576  -92 20 -37 0000 0200
10 7  4 6  1 576  27 -4 -16 0000 0200
9 6  2 5  1 576  -13 2 5 0000 0201
6 6  1 3  1 576  45 -10 -16 0000 0200
6 6  0 2  1 576  31 -6 54 0000 0200
6 9  -1 2  1 512  -11 2 -18 0000 0200
6 9  -2 2  1 512  19 -4 32 0000 0200
4 6  -2 1  1 512  -91 18 -37 0000 0200
3 4  -3 1  1 512  19 -3 -12 0000 0200
3 3  -4 0  1 512  -27 5 -2 0000 0200
4 6  -4 0  1 448  49 -9 -14 0000 0200
7 6  -4 0  1 448  28 -4 48 0000 0200
10 9  -3 0  1 448  0 0 -14 0000 0200
12 9  -2 0  1 448  26 -4 36 0000 0200
13 10  0 1  1 448  -85 18 -37 0000 0200
16 13  1 2  1 320  12 -1 -8 0000 0200
18 15  2 3  1 320  -40 9 -8 0000 0200
15 12  4 4  1 320  52 -10 -12 0000 0200
12 9  4 4  1 320  26 -5 44 0000 0200
10 9  3 4  1 320  8 -1 -10 0000 0200
12 12  3 4  1 256  30 -5 39 0000 0200
15 15  3 4  1 256  -77 15 -35 0000 0200
15 15  3 5  1 256  5 -1 -5 0000 0200
15 15  3 6  1 256  -57 11 -17 0000 0200
15 15  3 6  1 256  50 -11 -11 0000 0200
15 12  4 7  1 224  21 -4 37 0000 0200
15 13  4 6  1 224  16 -2 -7 0000 0200
16 15  4 6  1 224  34 -6 39 0000 0200
19 18  5 7  1 224  -65 13 -35 0000 0200
21 21  6 8  1 224  3 0 -10 0000 0200
21 21  7 9  1 128  -68 14 -31 0000 0200
21 21  8 10  1 128  49 -10 -15 0000 0200
24 24  9 12  1 128  16 -3 27 0000 0200
27 25  10 13  1 128  24 -5 -6 0000 0200
25 25  11 14  1 128  36 -7 38 0000 0200
22 22  12 14  1 0  -31 6 -7 0000 0200
19 21  11 14  1 0  2 0 156 0000 0200
15 19  10 13  1 0  -78 16 607 0000 0200
15 21  8 13  1 0  -62 12 1338 0000 0200
15 21  6 13  1 0  -57 11 1901 0000 0200
15 21  5 13  1 -32  6 -1 1830 0000 0200
15 18  5 13  1 -32  66 -13 1307 0000 0200
12 15  4 12  1 -32  50 -9 691 0000 0200
9 10  4 11  1 -32  25 -4 309 0000 0200
6 9  2 9  1 -32  10 -26 125 0000 0200
9 9  1 6  1 -64  3 -711 47 0000 0200
10 12  0 5  1 -64  0 -2121 16 0000 0200
13 15  0 4  1 -64  0 -3192 5 0000 0200
16 18  0 4  1 -64  0 -2257 1 0000 0200
21 21  1 5  1 -64  0 336 0 0000 0200
24 24  3 6  1 -32  0 2341 0 0000 0200
27 27  6 8  1 -32  0 2591 0 0000 0200
30 30  8 11  1 -32  0 1652 0 0000 0200
33 31  11 13  1 -32  -485 816 0 0000 0200
33 33  14 15  1 -32  -1880 351 -3 0000 0200
36 34  16 17  1 -64  -3386 140 -8 0000 0200
36 33  18 19  1 -64  -3064 57 -13 0000 0200
33 31  19 19  1 -64  -525 30 -15 0000 0200
33 30  19 19  1 -64  2134 23 -127 0000 0200
31 30  19 18  1 -64  2992 13 -825 0000 0200
33 30  18 18  1 -64  2198 6 -2546 0000 0200
30 30  18 17  1 -64  1160 2 -4179 0000 0200
28 28  16 16  1 -64  518 0 -3674 0000 0200
24 22  14 14  1 -64  209 0 -611 0000 0200
19 16  11 11  1 -64  79 0 2664 0000 0200
13 13  7 7  1 -32  28 0 3749 0000 0200
10 10  3 4  1 -32  9 0 2852 0000 0200
9 7  1 2  1 -32  2 0 1530 0000 0200
6 6  0 0  1 -32  0 0 689 0000 0200
9 7  0 0  1 -32  0 0 280 0000 0200
10 9  -1 0  1 -96  0 0 106 0000 0200
12 12  -1 0  1 -96  0 0 37 0000 0200
12 9  -1 0  1 -96  0 0 12 0000 0200
12 9  -1 -1  1 -96  -47 8 -7 0000 0200
9 9  -2 -2  1 -96  -15 -2 -212 0000 0200
7 9  -3 -3  1 -96  47 -20 -722 0000 0200
6 6  -4 -4  1 -96  124 -40 -1500 0000 0200
6 6  -6 -5  1 -96  98 -34 -1895 0000 0200
6 6  -7 -6  1 -96  -79 5 -1757 0000 0200
6 6  -8 -7  1 -96  -45 2 -1147 0000 0200
3 6  -10 -8  1 -160  -83 12 -557 0000 0200
1 4  -11 -9  1 -160  10 -4 -265 0000 0200
0 3  -13 -10  1 -160  20 -4 -43 0000 0200
-3 3  -14 -10  1 -160  -7 1 -65 0000 0200
0 3  -14 -10  1 -160  22 -5 23 0000 0200
0 6  -14 -10  1 -224  -89 17 -47 0000 0200
1 4  -14 -9  1 -224  16 -3 -14 0000 0200
0 3  -13 -9  1 -224  -34 7 -4 0000 0200
-1 1  -13 -9  1 -224  50 -9 -28 0000 0200
-6 -3  -14 -9  1 -224  28 -5 55 0000 0200
-10 -7  -15 -11  1 -352  3 0 -25 0000 0200
-12 -9  -17 -13  1 -352  28 -5 50 0000 0200
-12 -9  -19 -15  1 -352  -81 17 -39 0000 0200
-10 -9  -20 -16  1 -352  9 -1 -5 0000 0200
-9 -9  -21 -17  1 -352  -47 9 -9 0000 0200
-7 -7  -20 -18  1 -448  51 -11 -29 0000 0200
-4 -1  -19 -17  1 -448  24 -4 54 0000 0200
1 4  -17 -15  1 -448  11 -1 -25 0000 0200
6 7  -15 -12  1 -448  32 -5 56 0000 0200
9 12  -11 -9  1 -448  -72 15 -38 0000 0200
12 12  -8 -5  1 -480  4 0 2 0000 0200
10 9  -5 -3  1 -480  -60 12 -16 0000 0200
9 7  -3 -2  1 -480  51 -10 -31 0000 0200
6 6  -2 -1  1 -480  18 -3 47 0000 0200
6 6  -2 -1  1 -480  20 -3 -26 0000 0200
6 9  -2 -1  1 -576  35 -6 64 0000 0200
9 10  -2 0  1 -576  -63 13 -40 0000 0200
12 12  -1 0  1 -576  3 0 10 0000 0200
15 15  0 1  1 -576  -71 14 -22 0000 0200
15 13  1 1  1 -576  47 -10 -31 0000 0200
12 12  2 2  1 -704  13 -3 40 0000 0200
10 12  2 2  1 -704  27 -5 -28 0000 0200
9 12  1 2  1 -704  36 -7 70 0000 0200
9 12  0 2  1 -704  -48 10 -37 0000 0200
6 10  0 1  1 -704  4 0 21 0000 0200
6 9  -1 1  1 -736  -82 17 -27 0000 0200
6 9  -1 0  1 -736  43 -9 -31 0000 0200
3 9  -2 0  1 -736  6 -1 -27 0000 0200
3 6  -3 0  1 -736  32 -6 -185 0000 0200
3 6  -4 -1  1 -736  36 -6 -172 0000 0200
3 9  -4 -1  1 -768  -35 7 -167 0000 0200
4 7  -4 -1  1 -768  8 -1 57 0000 0200
6 6  -4 -2  1 -768  -89 17 126 0000 0200
6 6  -4 -2  1 -768  37 -8 140 0000 0200
6 6  -3 -2  1 -768  -3 0 101 0000 0200
6 6  -3 -2  1 -800  38 -8 36 0000 0200
6 6  -3 -2  1 -800  35 -6 60 0000 0200
4 6  -3 -2  1 -800  -13 2 3 0000 0200
3 4  -3 -2  1 -800  8 -2 152 0000 0200
0 3  -4 -2  1 -800  -88 18 564 0000 0200
1 4  -5 -3  1 -864  -63 12 1291 0000 0200
4 7  -5 -3  1 -864  -59 10 1879 0000 0200
7 10  -4 -2  1 -864  12 -3 1854 0000 0200
9 13  -2 0  1 -864  60 -11 1345 0000 0200
9 15  0 1  1 -864  47 -8 721 0000 0200
12 18  1 3  1 -896  24 -3 326 0000 0200
15 21  2 6  1 -896  9 -12 132 0000 0200
18 24  4 8  1 -896  2 -633 49 0000 0200
18 24  5 10  1 -896  0 -2006 17 0000 0200
18 24  6 11  1 -896  0 -3165 5 0000 0200
15 19  7 12  1 -928  0 -2395 1 0000 0200
13 16  6 11  1 -928  0 137 0 0000 0200
12 12  5 9  1 -928  0 2249 0 0000 0200
10 9  4 7  1 -928  0 2623 0 0000 0200
7 9  3 4  1 -928  0 1724 0 0000 0200
6 6  1 1  1 -960  -416 864 0 0000 0200
3 4  0 0  1 -960  -1748 376 -2 0000 0200
1 3  -1 -2  1 -960  -3302 151 -7 0000 0200
0 0  -3 -3  1 -960  -3178 61 -13 0000 0200
-3 -3  -5 -6  1 -960  -769 30 -15 0000 0200
-4 -3  -7 -8  1 -1056  1985 21 -111 0000 0200
-6 -6  -9 -10  1 -1056  3000 16 -730 0000 0200
-3 -3  -11 -11  1 -1056  2289 8 -2387 0000 0200
0 -1  -11 -12  1 -1056  1226 3 -4094 0000 0200
4 1  -11 -12  1 -1056  553 0 -3819 0000 0200
7 4  -9 -11  1 -1088  225 0 -909 0000 0200
6 6  -8 -10  1 -1088  85 0 2465 0000 0200
6 6  -7 -9  1 -1088  30 0 3758 0000 0200
6 3  -5 -7  1 -1088  9 0 2969 0000 0200
3 0  -4 -6  1 -1088  2 0 1617 0000 0200
0 -3  -3 -6  1 -1088  0 0 734 0000 0200
-3 -6  -3 -6  1 -1088  0 0 300 0000 0200
-3 -6  -4 -7  1 -1088  0 0 114 0000 0200
-3 -4  -5 -8  1 -1088  0 0 41 0000 0200
0 0  -5 -8  1 -1088  0 0 14 0000 0200
4 4  -5 -8  1 -1088  27 42 -6 0000 0200
10 9  -4 -6  1 -1088  8 10 -186 0000 0200
13 13  -2 -4  1 -1088  -20 -43 -678 0000 0200
13 12  0 -1  1 -1088  -77 -139 -1443 0000 0200
10 7  0 0  1 -1088  -64 -118 -1879 0000 0200
7 1  0 -1  1 -1120  32 41 -1798 0000 0200
3 -3  0 -3  1 -1120  34 49 -1199 0000 0200
0 -6  -1 -5  1 -1120  60 94 -632 0000 0200
-3 -6  -4 -8  1 -1120  -11 -19 -297 0000 0200
-3 -6  -6 -10  1 -1120  -4 -8 -64 0000 0200
0 -3  -7 -11  1 -1152  -1 -2 -72 0000 0200
0 -1  -7 -11  1 -1152  -13 -22 25 0000 0200
0 -1  -7 -10  1 -1152  39 60 -36 0000 0200
-1 -3  -7 -9  1 -1152  -1 -3 4 0000 0200
-3 -6  -7 -9  1 -1152  33 53 -16 0000 0200
-6 -7  -7 -10  1 -1216  -30 -48 -17 0000 0200
-9 -10  -8 -11  1 -1216  -11 -17 40 0000 0200
-12 -12  -10 -12  1 -1216  -13 -21 -14 0000 0200
-12 -12  -12 -13  1 -1216  -19 -32 53 0000 0200
-9 -9  -13 -14  1 -1216  32 51 -32 0000 0200
-9 -7  -14 -14  1 -1376  -1 -1 6 0000 0200
-6 -1  -14 -13  1 -1376  41 66 -26 0000 0200
-1 1  -12 -11  1 -1376  -25 -42 -17 0000 0200
1 6  -10 -8  1 -1376  -6 -11 31 0000 0200
7 9  -7 -5  1 -1376  -15 -26 -11 0000 0200
10 12  -4 -2  1 -1408  -19 -32 53 0000 0200
13 15  -1 1  1 -1408  23 38 -28 0000 0200
16 15  2 3  1 -1408  -3 -5 11 0000 0200
18 18  4 5  1 -1408  47 75 -32 0000 0200
18 18  7 7  1 -1408  -22 -36 -17 0000 0200
15 15  8 9  1 -1472  -1 -3 21 0000 0200
12 13  9 9  1 -1472  -19 -31 -10 0000 0200
9 10  8 9  1 -1472  -19 -31 53 0000 0200
9 9  7 7  1 -1472  17 28 -24 0000 0200
9 10  6 6  1 -1472  -5 -8 14 0000 0200
12 12  5 5  1 -1504  49 78 -35 0000 0200
12 15  5 5  1 -1504  -18 -30 -14 0000 0200
12 15  5 6  1 -1504  4 6 11 0000 0200
12 12  5 6  1 -1504  -22 -36 -11 0000 0200
12 12  5 6  1 -1504  -18 -30 50 0000 0201
12 12  5 6  1 -1536  11 16 -16 0000 0200
12 12  5 6  1 -1536  -7 -14 22 0000 0200
12 15  5 6  1 -1536  51 81 -37 0000 0200
10 12  5 6  1 -1536  -13 -21 -12 0000 0200
9 9  4 5  1 -1536  9 15 4 0000 0200
6 6  3 4  1 -1536  -25 -40 -8 0000 0200
6 3  2 2  1 -1536  -16 -27 45 0000 0200
4 0  1 0  1 -1536  5 8 -17 0000 0200
3 -1  0 -1  1 -1536  -11 -18 19 0000 0200
1 -3  -1 -3  1 -1536  49 78 -44 0000 0200
3 -1  -1 -4  1 -1536  -11 -18 -15 0000 0200
6 0  -1 -5  1 -1536  15 26 -5 0000 0200
9 1  -1 -5  1 -1536  -27 -42 -6 0000 0200
10 3  0 -5  1 -1536  -15 -25 40 0000 0200
12 6  1 -4  1 -1536  -1 -2 0 0000 0200
12 9  2 -2  1 -1536  -11 -18 137 0000 0200
12 12  3 0  1 -1536  43 68 508 0000 0200
12 12  3 1  1 -1536  33 53 1230 0000 0200
12 12  4 2  1 -1536  39 63 1850 0000 0200
12 12  4 3  1 -1536  -5 -8 1886 0000 0200
9 9  4 4  1 -1632  -27 -44 1397 0000 0200
9 7  4 4  1 -1632  -25 -40 763 0000 0200
9 6  4 3  1 -1632  -13 -22 349 0000 0200
9 6  4 3  1 -1632  -4 -12 143 0000 0200
12 9  4 2  1 -1632  -1 -560 54 0000 0200
13 12  4 2  1 -1664  0 -1890 19 0000 0200
16 15  5 3  1 -1664  0 -3128 6 0000 0200
19 18  6 4  1 -1664  0 -2522 1 0000 0200
19 19  7 6  1 -1664  0 -64 0 0000 0200
18 18  8 7  1 -1664  0 2145 0 0000 0200
18 18  9 8  1 -1696  0 2647 0 0000 0200
18 21  9 9  1 -1696  0 1798 0 0000 0200
18 21  9 10  1 -1696  -349 915 0 0000 0200
18 24  10 11  1 -1696  -1618 402 -2 0000 0200
18 24  10 13  1 -1696  -3210 163 -7 0000 0200
18 22  9 13  1 -1696  -3278 66 -13 0000 0200
15 19  9 13  1 -1696  -1010 33 -17 0000 0200
12 15  7 11  1 -1696  1826 23 -97 0000 0200
9 12  6 10  1 -1696  2996 15 -643 0000 0200
6 9  4 7  1 -1696  2376 8 -2239 0000 0200
9 9  2 5  1 -1664  1295 2 -4005 0000 0200
9 9  1 3  1 -1664  588 0 -3946 0000 0200
12 9  0 2  1 -1664  240 0 -1189 0000 0200
12 10  0 1  1 -1664  91 0 2266 0000 0200
12 12  0 0  1 -1664  32 0 3752 0000 0200
12 10  1 0  1 -1664  10 0 3075 0000 0200
12 7  1 0  1 -1664  3 0 1703 0000 0200
12 7  2 0  1 -1664  0 0 780 0000 0200
15 10  4 0  1 -1664  0 0 321 0000 0200
18 13  5 1  1 -1664  0 0 123 0000 0200
21 15  7 2  1 -1664  0 0 44 0000 0200
18 12  8 3  1 -1664  0 0 15 0000 0200
15 9  7 3  1 -1664  26 42 -4 0000 0200
12 6  7 2  1 -1664  8 11 -155 0000 0200
9 3  5 0  1 -1664  -15 -34 -627 0000 0200
6 3  3 -1  1 -1632  -79 -142 -1385 0000 0200
6 4  1 -2  1 -1632  -66 -122 -1861 0000 0200
9 6  0 -3  1 -1632  18 17 -1822 0000 0200
10 9  0 -3  1 -1632  36 53 -1224 0000 0200
15 10  0 -2  1 -1632  75 119 -669 0000 0200
19 15  1 -1  1 -1664  -7 -12 -307 0000 0200
22 19  2 0  1 -1664  3 5 -86 0000 0200
24 21  5 2  1 -1664  -14 -23 -64 0000 0200
24 19  7 4  1 -1664  -18 -29 46 0000 0200
22 16  9 6  1 -1664  21 34 -37 0000 0200
21 15  10 6  1 -1696  -11 -18 25 0000 0200
18 12  10 6  1 -1696  42 68 -29 0000 0200
15 12  9 5  1 -1696  -18 -29 -26 0000 0200
12 9  7 3  1 -1696  4 5 18 0000 0200
12 9  5 2  1 -1696  -16 -27 -25 0000 0200
9 9  3 1  1 -1728  -16 -27 65 0000 0200
9 9  2 0  1 -1728  14 23 -29 0000 0200
12 9  1 0  1 -1728  -6 -10 31 0000 0200
12 9  0 0  1 -1728  50 80 -35 0000 0200
12 9  0 0  1 -1728  -16 -26 -20 0000 0200
12 9  0 0  1 -1888  6 10 12 0000 0200
12 9  0 0  1 -1888  -24 -38 -28 0000 0200
13 9  0 0  1 -1888  -18 -29 66 0000 0200
15 9  0 0  1 -1888  8 13 -29 0000 0200
15 10  1 0  1 -1888  -9 -15 41 0000 0200
15 12  2 0  1 -1984  49 80 -36 0000 0200
18 16  2 1  1 -1984  -12 -19 -15 0000 0200
18 19  3 2  1 -1984  12 19 4 0000 0200
21 22  4 4  1 -1984  -26 -42 -32 0000 0200
22 24  6 6  1 -1984  -16 -27 66 0000 0200
24 24  7 8  1 -2048  3 4 -29 0000 0200
21 21  8 10  1 -2048  -12 -20 49 0000 0200
21 19  8 10  1 -2048  48 76 -39 0000 0200
18 18  8 9  1 -2048  -8 -14 -11 0000 0200
15 15  7 8  1 -2048  18 29 -2 0000 0200
15 15  6 7  1 -2048  -28 -44 -34 0000 0200
15 15  5 6  1 -2048  -15 -23 60 0000 0200
15 15  4 5  1 -2048  -2 -3 -30 0000 0200
12 12  3 4  1 -2048  -16 -25 58 0000 0200
10 9  1 3  1 -2048  44 71 -40 0000 0200
7 6  0 1  1 -2176  -4 -7 -3 0000 0200
3 3  -1 0  1 -2176  26 42 -55 0000 0200
-1 -1  -4 -3  1 -2176  -28 -44 -179 0000 0200
-4 -4  -6 -5  1 -2176  -12 -20 -180 0000 0200
-6 -6  -9 -8  1 -2176  -5 -10 -181 0000 0200
-4 -4  -11 -10  1 -2208  -17 -27 61 0000 0200
1 1  -12 -11  1 -2208  39 63 116 0000 0200
7 7  -11 -10  1 -2208  -2 -3 156 0000 0200
12 13  -9 -8  1 -2208  34 55 75 0000 0200
15 15  -6 -5  1 -2208  -28 -45 37 0000 0200
13 15  -3 -2  1 -2208  -9 -16 51 0000 0200
15 15  -1 0  1 -2208  -10 -18 10 0000 0200
19 19  0 2  1 -2208  -19 -32 138 0000 0200
25 22  3 4  1 -2208  32 50 480 0000 0200
27 24  6 6  1 -2208  31 50 1187 0000 0200
25 19  8 8  1 -2272  49 78 1811 0000 0200
18 12  9 7  1 -2272  0 0 1895 0000 0200
9 3  8 5  1 -2272  -22 -34 1436 0000 0200
-1 -9  5 1  1 -2272  -25 -41 801 0000 0200
-10 -16  0 -4  1 -2272  -14 -24 371 0000 0200
-15 -18  -5 -9  1 -2272  -6 -11 154 0000 0200
-15 -15  -11 -14  1 -2272  -1 -494 59 0000 0200
-12 -10  -15 -17  1 -2272  0 -1775 20 0000 0200
-9 -7  -18 -18  1 -2272  0 -3077 6 0000 0200
-4 -3  -19 -18  1 -2272  0 -2638 1 0000 0201
-1 0  -18 -16  1 -2336  0 -273 0 0000 0200
3 4  -16 -13  1 -2336  0 2029 0 0000 0200
6 7  -13 -10  1 -2336  0 2667 0 0000 0200
9 9  -10 -7  1 -2336  0 1877 0 0000 0200
12 12  -7 -4  1 -2336  -291 971 0 0000 0200
15 13  -4 -2  1 -2336  -1497 429 -2 0000 0200
16 15  -1 0  1 -2336  -3110 174 -6 0000 0200
16 13  0 1  1 -2336  -3360 71 -12 0000 0200
15 12  1 1  1 -2336  -1246 36 -20 0000 0200
13 9  2 1  1 -2336  1654 25 -87 0000 0200
9 6  2 0  1 -2368  2984 18 -564 0000 0200
4 3  0 0  1 -2368  2463 10 -2092 0000 0200
3 0  0 -1  1 -2368  1364 3 -3903 0000 0200
4 0  -2 -3  1 -2368  624 0 -4055 0000 0200
7 4  -3 -4  1 -2368  256 0 -1460 0000 0200
10 7  -3 -4  1 -2400  97 0 2049 0000 0200
13 13  -3 -3  1 -2400  34 0 3722 0000 0200
16 16  -1 -1  1 -2400  11 0 3178 0000 0200
19 21  0 1  1 -2400  3 0 1796 0000 0200
22 21  3 4  1 -2400  0 0 832 0000 0200
21 21  6 7  1 -2400  0 0 345 0000 0200
19 19  8 10  1 -2400  0 0 132 0000 0200
16 16  9 10  1 -2400  0 0 48 0000 0200
13 12  8 10  1 -2400  0 0 16 0000 0200
15 10  7 8  1 -2400  26 -38 -4 0000 0200
15 12  6 6  1 -2400  7 -14 -130 0000 0200
18 15  5 5  1 -2400  -11 6 -582 0000 0200
22 19  6 5  1 -2400  -84 104 -1329 0000 0200
25 22  7 6  1 -2400  -69 80 -1854 0000 0200
25 22  9 7  1 -2400  3 -17 -1856 0000 0200
22 19  9 8  1 -2528  33 -55 -1272 0000 0200
18 15  9 8  1 -2528  88 -129 -724 0000 0200
15 12  8 6  1 -2528  1 -4 -326 0000 0200
12 9  6 5  1 -2528  17 -26 -118 0000 0200
9 9  4 3  1 -2528  -23 32 -68 0000 0200
9 9  2 1  1 -2592  -17 24 40 0000 0200
7 6  0 0  1 -2592  7 -10 -27 0000 0200
6 4  -1 -1  1 -2592  -11 16 33 0000 0200
3 3  -2 -2  1 -2592  55 -77 -39 0000 0200
1 -1  -4 -4  1 -2592  -11 17 -14 0000 0200
-1 -4  -6 -6  1 -2624  20 -27 6 0000 0200
-4 -9  -8 -9  1 -2624  -25 36 -12 0000 0200
-7 -12  -10 -11  1 -2624  -19 28 51 0000 0200
-9 -12  -12 -14  1 -2624  -1 3 -19 0000 0200
-9 -12  -14 -16  1 -2624  -15 23 34 0000 0200
-9 -10  -16 -17  1 -2624  51 -71 -41 0000 0200
-6 -9  -16 -18  1 -2624  -8 12 -10 0000 0200
-6 -9  -17 -18  1 -2624  23 -33 -7 0000 0200
-6 -7  -16 -17  1 -2624  -30 43 -17 0000 0200
-6 -6  -16 -16  1 -2624  -15 22 47 0000 0200
-6 -4  -16 -15  1 -2752  -4 5 -14 0000 0200
-6 -3  -15 -14  1 -2752  -18 25 43 0000 0200
-6 -3  -15 -13  1 -2752  46 -66 -36 0000 0200
-6 -3  -14 -11  1 -2752  -4 4 -7 0000 0200
-6 -6  -14 -11  1 -2752  30 -44 -15 0000 0200
-6 -6  -14 -11  1 -2784  -32 44 -15 0000 0200
-6 -6  -14 -11  1 -2784  -13 19 40 0000 0200
-6 -6  -13 -11  1 -2784  -7 10 -12 0000 0200
-6 -6  -13 -11  1 -2784  -18 26 44 0000 0200
-6 -6  -13 -11  1 -2784  41 -58 -32 0000 0200
-6 -6  -13 -11  1 -2816  -3 4 0 0000 0200
-6 -4  -13 -11  1 -2816  38 -54 -21 0000 0200
-3 -1  -12 -10  1 -2816  -28 40 -13 0000 0200
0 0  -11 -9  1 -2816  -9 13 33 0000 0200
0 0  -9 -8  1 -2816  -13 20 -8 0000 0200
3 1  -8 -6  1 -2784  -21 31 47 0000 0200
3 3  -6 -5  1 -2784  33 -47 -29 0000 0200
1 3  -5 -4  1 -2784  -2 2 2 0000 0200
0 1  -5 -3  1 -2784  45 -64 -28 0000 0200
0 0  -5 -3  1 -2784  -27 39 -12 0000 0200
0 0  -5 -3  1 -2816  -6 8 24 0000 0200
-1 0  -5 -3  1 -2816  -17 25 -9 0000 0200
-3 -1  -5 -3  1 -2816  -21 30 39 0000 0200
-3 -3  -5 -3  1 -2816  25 -35 -29 0000 0200
-3 -6  -6 -4  1 -2816  -4 6 2 0000 0200
-1 -4  -6 -5  1 -2784  50 -72 -36 0000 0200
0 -3  -6 -6  1 -2784  -24 33 -13 0000 0200
3 1  -5 -6  1 -2784  -1 1 15 0000 0200
4 4  -4 -5  1 -2784  -21 30 0 0000 0200
6 9  -3 -3  1 -2784  -29 42 127 0000 0200
9 13  -1 0  1 -2784  17 -23 444 0000 0200
12 15  0 2  1 -2784  28 -38 1132 0000 0200
12 15  2 4  1 -2784  67 -94 1763 0000 0200
13 18  3 7  1 -2784  12 -17 1906 0000 0200
16 21  5 9  1 -2784  -16 23 1481 0000 0200
19 22  7 11  1 -2784  -30 43 850 0000 0200
22 25  9 14  1 -2784  -19 28 401 0000 0200
25 27  12 16  1 -2784  -8 13 168 0000 0200
27 25  14 18  1 -2784  -2 -429 65 0000 0200
24 24  16 18  1 -2784  0 -1660 23 0000 0200
22 21  17 18  1 -2784  0 -2998 7 0000 0200
21 18  16 17  1 -2784  0 -2736 2 0000 0200
21 18  16 16  1 -2784  0 -484 0 0000 0200
24 21  16 15  1 -2784  0 1903 0 0000 0200
25 22  16 14  1 -2784  0 2672 0 0000 0200
27 24  16 14  1 -2784  0 1953 0 0000 0200
27 27  17 15  1 -2784  -238 1028 0 0000 0200
27 30  17 16  1 -2784  -1378 459 -2 0000 0200
27 30  17 18  1 -2784  -3003 188 -6 0000 0200
27 30  17 18  1 -2784  -3429 76 -12 0000 0200
25 27  17 18  1 -2784  -1472 35 -24 0000 0200
24 25  16 17  1 -2784  1472 22 -78 0000 0200
25 27  15 17  1 -2784  2959 17 -486 0000 0200
31 28  16 17  1 -2784  2549 10 -1937 0000 0200
37 34  18 18  1 -2784  1436 3 -3793 0000 0200
43 42  21 22  1 -2784  664 0 -4153 0000 0200
48 45  25 25  1 -2784  275 0 -1725 0000 0200
43 43  28 28  1 -2784  105 0 1827 0000 0200
37 37  29 29  1 -2784  38 0 3682 0000 0200
31 31  28 28  1 -2784  13 0 3270 0000 0200
25 25  26 26  1 -2784  4 0 1888 0000 0200
22 22  23 23  1 -2784  1 0 886 0000 0200
22 22  21 21  1 -2784  0 0 370 0000 0200
24 24  19 19  1 -2784  0 0 143 0000 0200
25 25  17 17  1 -2784  0 0 52 0000 0200
27 28  15 16  1 -2784  0 0 17 0000 0200
28 31  14 16  1 -2784  22 -33 -2 0000 0200
31 33  14 16  1 -2784  5 -10 -100 0000 0200
34 36  15 17  1 -2784  -7 0 -532 0000 0200
37 36  16 18  1 -2784  -79 96 -1271 0000 0200
37 36  18 19  1 -2816  -60 67 -1842 0000 0200
31 31  18 19  1 -2816  -7 -2 -1878 0000 0200
25 25  17 18  1 -2816  25 -44 -1298 0000 0200
18 21  13 15  1 -2816  82 -120 -750 0000 0200
12 16  9 11  1 -2816  11 -17 -323 0000 0200
7 13  4 7  1 -2816  35 -50 -138 0000 0200
