## Physlog file version = 2
## AMC Amsterdam (SRN = 71279), Release unify (SWID 22.22)
## Tue 03-10-2017 18:03:34
## 0 0 0 0 0 16 14 11 0 23 23 -10 11 0 11 9 8 -9 0 20 [cal=3, reqid=5]
## Dockable table = FALSE
# v1raw v2raw  v1 v2  ppu resp  gx gy gz mark mark2
-15 -21  -5 -6  1 -3551  -47 3 453 0000 0200
-19 -24  -6 -8  1 -3551  -23 0 193 0000 0200
-21 -25  -8 -10  1 -3618  -9 -302 75 0000 0200
-24 -27  -10 -12  1 -3618  -2 -1431 26 0000 0200
-25 -27  -12 -13  1 -3618  0 -2857 8 0000 0200
-25 -25  -14 -14  1 -3618  0 -2919 2 0000 0200
-24 -22  -14 -14  1 -3618  0 -896 0 0000 0200
-19 -16  -14 -13  1 -3785  0 1635 0 0000 0200
-10 -10  -13 -11  1 -3785  0 2666 0 0000 0200
-4 -1  -10 -7  1 -3785  0 2104 0 0000 0200
4 4  -6 -3  1 -3785  -154 1143 0 0000 0200
7 10  -2 1  1 -3785  -1177 518 -1 0000 0200
10 15  1 5  1 -3919  -2804 213 -5 0000 0200
9 13  4 9  1 -3919  -3512 86 -11 0000 0200
9 12  7 13  1 -3919  -1858 41 -32 0000 0200
9 13  9 15  1 -3919  1110 26 -64 0000 0200
12 15  11 17  1 -3919  2874 18 -365 0000 0200
12 16  12 19  1 -4020  2692 11 -1668 0000 0200
12 15  13 20  1 -4020  1578 4 -3570 0000 0200
10 13  14 21  1 -4020  746 1 -4284 0000 0200
7 12  14 20  1 -4020  312 0 -2190 0000 0200
6 7  12 19  1 -4020  120 0 1390 0000 0200
6 6  11 17  1 -4087  43 0 3572 0000 0200
6 6  10 15  1 -4087  14 0 3422 0000 0200
6 6  10 13  1 -4087  4 0 2068 0000 0201
3 3  10 13  1 -4087  1 0 994 0000 0200
3 3  11 13  1 -4087  0 0 421 0000 0200
3 1  11 12  1 -4187  0 0 164 0000 0200
3 3  10 12  1 -4187  0 0 61 0000 0200
3 4  9 11  1 -4187  0 0 21 0000 0200
6 6  9 10  1 -4187  -8 -16 0 0000 0200
9 9  9 10  1 -4187  1 0 -58 0000 0200
12 12  10 11  1 -4221  0 -8 -450 0000 0200
12 12  11 12  1 -4221  48 82 -1160 0000 0200
10 10  11 12  1 -4221  27 41 -1824 0000 0200
9 9  11 12  1 -4221  10 12 -1935 0000 0200
6 6  10 11  1 -4221  -14 -34 -1392 0000 0200
4 3  9 10  1 -4221  -38 -80 -821 0000 0200
3 3  8 8  1 -4221  -7 -17 -340 0000 0200
4 3  6 7  1 -4221  -47 -95 -184 0000 0200
6 6  5 6  1 -4221  13 26 -77 0000 0200
9 9  6 6  1 -4221  -3 -8 -7 0000 0200
10 9  6 7  1 -4254  19 38 -27 0000 0200
12 9  8 8  1 -4254  16 33 57 0000 0200
12 9  9 9  1 -4254  -8 -19 -22 0000 0200
10 9  10 9  1 -4254  7 13 26 0000 0200
9 7  10 9  1 -4254  -42 -86 -38 0000 0200
4 6  9 9  1 -4254  12 25 -15 0000 0200
1 3  8 8  1 -4254  -8 -15 7 0000 0200
-3 -1  5 7  1 -4254  20 42 -17 0000 0200
-6 -3  2 4  1 -4254  14 30 52 0000 0200
-3 -3  0 2  1 -4254  -5 -10 -22 0000 0200
-1 -3  0 1  1 -4288  9 18 32 0000 0200
0 -3  0 0  1 -4288  -41 -83 -36 0000 0200
-1 -3  0 0  1 -4288  9 18 -11 0000 0200
-3 -3  -1 0  1 -4288  -13 -26 -1 0000 0200
-3 -3  -1 0  1 -4288  22 45 -16 0000 0200
0 0  -1 0  1 -4288  13 27 50 0000 0200
0 0  0 0  1 -4288  0 0 -14 0000 0200
3 0  0 0  1 -4288  11 24 36 0000 0200
4 0  1 0  1 -4288  -39 -78 -37 0000 0200
6 1  2 0  1 -4288  6 14 -8 0000 0200
9 7  3 1  1 -4254  -19 -38 -9 0000 0200
12 10  5 3  1 -4254  23 45 -14 0000 0200
15 12  7 5  1 -4254  11 22 44 0000 0200
15 12  9 7  1 -4254  3 7 -12 0000 0200
13 10  10 8  1 -4254  14 28 40 0000 0200
12 9  11 9  1 -4288  -35 -71 -35 0000 0200
12 9  12 10  1 -4288  3 5 -6 0000 0200
12 10  12 10  1 -4288  -25 -51 -16 0000 0200
12 12  12 10  1 -4288  23 47 -12 0000 0200
12 12  12 10  1 -4288  10 20 38 0000 0200
9 9  11 10  1 -4321  7 15 -8 0000 0200
7 9  10 10  1 -4321  15 31 42 0000 0200
6 9  9 10  1 -4321  -31 -61 -32 0000 0200
7 10  8 9  1 -4321  1 3 -1 0000 0200
9 12  7 10  1 -4321  -31 -62 -23 0000 0200
10 12  7 10  1 -4321  23 46 -13 0000 0200
9 10  7 10  1 -4321  7 15 25 0000 0200
9 7  7 10  1 -4321  11 22 -13 0000 0200
9 6  7 9  1 -4321  16 33 37 0000 0200
9 6  7 8  1 -4321  -24 -50 -29 0000 0200
12 9  7 7  1 -4321  2 3 0 0000 0200
10 9  7 7  1 -4321  -36 -72 -30 0000 0200
9 9  7 7  1 -4321  20 42 -9 0000 0200
7 9  7 7  1 -4321  23 48 83 0000 0200
6 9  6 7  1 -4321  18 39 359 0000 0200
6 9  5 7  1 -4321  -9 -17 1005 0000 0200
6 9  5 7  1 -4321  -65 -132 1645 0000 0200
6 9  5 7  1 -4321  -33 -68 1914 0000 0200
6 7  4 7  1 -4321  -3 -7 1582 0000 0200
6 6  4 7  1 -4321  31 62 982 0000 0200
3 4  4 6  1 -4355  23 48 484 0000 0200
1 3  3 5  1 -4355  11 25 208 0000 0200
0 0  2 4  1 -4355  4 -235 82 0000 0200
-3 -3  0 3  1 -4355  1 -1316 30 0000 0200
-4 -7  0 1  1 -4355  0 -2767 10 0000 0200
-7 -10  -1 -1  1 -4388  0 -2999 3 0000 0200
-12 -13  -3 -3  1 -4388  0 -1108 0 0000 0200
-15 -15  -5 -5  1 -4388  0 1484 0 0000 0200
-15 -13  -7 -8  1 -4388  0 2656 0 0000 0200
-12 -12  -10 -10  1 -4388  0 2184 0 0000 0200
-9 -9  -11 -11  1 -4388  -115 1206 0 0000 0200
-6 -7  -12 -12  1 -4388  -1062 551 -1 0000 0200
-4 -4  -12 -12  1 -4388  -2714 228 -5 0000 0200
-1 -1  -10 -10  1 -4388  -3568 92 -11 0000 0200
0 1  -8 -8  1 -4388  -2033 41 -31 0000 0200
3 4  -6 -5  1 -4388  931 24 -54 0000 0200
6 6  -4 -2  1 -4388  2820 18 -316 0000 0200
6 6  -2 0  1 -4388  2757 11 -1536 0000 0200
6 6  0 0  1 -4388  1652 4 -3439 0000 0200
6 6  0 1  1 -4388  789 1 -4326 0000 0200
6 6  1 2  1 -4388  333 0 -2434 0000 0200
9 6  2 2  1 -4388  130 0 1147 0000 0200
9 6  3 2  1 -4388  47 0 3506 0000 0200
6 3  4 2  1 -4388  16 0 3491 0000 0200
3 1  4 2  1 -4388  5 0 2162 0000 0200
0 0  3 1  1 -4388  1 0 1053 0000 0200
1 3  3 2  1 -4388  0 0 449 0000 0200
3 4  3 3  1 -4388  0 0 176 0000 0200
6 6  3 4  1 -4388  0 0 65 0000 0200
9 6  4 4  1 -4388  0 0 22 0000 0200
6 6  4 5  1 -4321  -2 -6 1 0000 0200
6 3  4 4  1 -4321  3 4 -40 0000 0200
3 3  4 4  1 -4321  -1 -12 -407 0000 0200
3 3  3 3  1 -4321  39 66 -1093 0000 0200
3 3  2 2  1 -4321  18 21 -1801 0000 0200
6 6  1 2  1 -4288  14 16 -1955 0000 0200
6 6  1 2  1 -4288  -13 -33 -1434 0000 0200
6 9  1 2  1 -4288  -25 -54 -846 0000 0200
6 9  1 2  1 -4288  -1 -5 -335 0000 0200
3 9  0 3  1 -4288  -45 -92 -193 0000 0200
3 6  0 3  1 -4221  5 11 -69 0000 0200
3 6  0 3  1 -4221  -16 -33 -24 0000 0200
0 3  0 3  1 -4221  23 46 -34 0000 0200
-1 0  0 2  1 -4221  13 26 54 0000 0200
-3 -3  -1 0  1 -4221  1 3 -24 0000 0200
-3 -3  -2 0  1 -4187  12 26 48 0000 0200
-3 -3  -2 -1  1 -4187  -38 -76 -39 0000 0200
-6 -3  -3 -2  1 -4187  4 8 -5 0000 0200
-6 -4  -4 -3  1 -4187  -21 -42 -9 0000 0200
-6 -6  -5 -4  1 -4187  23 48 -27 0000 0200
-3 -6  -6 -5  1 -4221  10 22 52 0000 0200
-3 -6  -5 -5  1 -4221  5 11 -25 0000 0200
-4 -6  -5 -5  1 -4221  14 30 56 0000 0200
-6 -9  -5 -6  1 -4221  -34 -68 -38 0000 0200
-9 -12  -6 -7  1 -4221  2 4 2 0000 0200
-10 -12  -7 -8  1 -4187  -26 -54 -16 0000 0200
-9 -12  -8 -9  1 -4187  24 48 -30 0000 0200
-9 -9  -8 -10  1 -4187  9 18 46 0000 0200
-9 -6  -8 -9  1 -4187  9 18 -25 0000 0200
-9 -4  -9 -8  1 -4187  15 32 63 0000 0200
-7 -3  -8 -7  1 -4187  -29 -58 -39 0000 0200
-6 -3  -8 -6  1 -4187  1 3 10 0000 0200
-3 -1  -7 -4  1 -4187  -33 -66 -22 0000 0200
-3 0  -6 -3  1 -4187  22 45 -31 0000 0200
-1 1  -5 -2  1 -4187  6 12 40 0000 0200
0 3  -3 0  1 -4187  12 24 -27 0000 0200
3 6  -2 0  1 -4187  16 34 68 0000 0200
3 6  0 1  1 -4187  -22 -44 -37 0000 0200
3 6  0 2  1 -4187  2 4 20 0000 0200
0 6  0 3  1 -4187  -38 -76 -28 0000 0200
0 6  0 4  1 -4187  20 41 -30 0000 0200
-3 3  0 4  1 -4187  3 5 32 0000 0200
-3 3  0 4  1 -4187  15 30 -30 0000 0200
-3 1  -1 3  1 -4187  16 34 72 0000 0200
0 3  -1 3  1 -4187  -17 -34 -45 0000 0200
1 4  0 2  1 -4254  4 8 -78 0000 0200
4 6  0 2  1 -4254  -41 -83 -251 0000 0200
4 4  0 2  1 -4254  16 33 -250 0000 0200
1 1  1 2  1 -4254  0 -1 -37 0000 0200
-1 -1  1 1  1 -4254  18 36 109 0000 0200
-6 -6  0 0  1 -4321  15 33 231 0000 0200
-9 -6  -1 -1  1 -4321  -11 -22 105 0000 0200
-6 -6  -3 -2  1 -4321  6 12 74 0000 0200
-4 -3  -4 -3  1 -4321  -44 -88 -12 0000 0200
-3 -1  -4 -3  1 -4321  12 26 -1 0000 0200
-4 -3  -4 -3  1 -4321  16 35 66 0000 0200
-7 -7  -4 -3  1 -4321  26 56 330 0000 0200
-12 -10  -5 -4  1 -4321  -6 -11 959 0000 0200
-16 -13  -7 -5  1 -4321  -64 -130 1607 0000 0200
-19 -16  -9 -7  1 -4321  -37 -77 1916 0000 0200
-22 -18  -11 -9  1 -4422  -6 -14 1615 0000 0200
-24 -21  -14 -11  1 -4422  32 65 1027 0000 0200
-24 -24  -16 -13  1 -4422  25 52 513 0000 0200
-22 -21  -17 -15  1 -4422  12 27 222 0000 0200
-18 -19  -17 -16  1 -4422  4 -186 87 0000 0200
-15 -16  -16 -16  1 -4422  1 -1210 32 0000 0200
-12 -13  -15 -15  1 -4422  0 -2673 11 0000 0200
-9 -9  -12 -13  1 -4422  0 -3064 3 0000 0200
-6 -6  -9 -10  1 -4422  0 -1315 0 0000 0200
-6 -3  -7 -7  1 -4422  0 1319 0 0000 0200
-6 -6  -5 -5  1 -4355  0 2633 0 0000 0200
-6 -7  -4 -4  1 -4355  0 2267 0 0000 0200
-6 -6  -4 -5  1 -4355  -82 1273 0 0000 0200
-4 -6  -4 -5  1 -4355  -962 588 -1 0000 0200
-3 -3  -4 -5  1 -4355  -2570 244 -5 0000 0200
0 -1  -3 -5  1 -4288  -3558 97 -11 0000 0200
3 3  -2 -3  1 -4288  -2235 45 -26 0000 0200
6 6  0 -1  1 -4288  735 28 -46 0000 0200
7 7  1 1  1 -4288  2759 18 -271 0000 0200
6 6  2 2  1 -4288  2794 9 -1399 0000 0200
3 3  3 2  1 -4254  1717 3 -3307 0000 0200
0 0  2 1  1 -4254  832 0 -4360 0000 0200
-1 -1  1 0  1 -4254  353 0 -2668 0000 0200
-4 -3  0 0  1 -4254  138 0 877 0000 0200
-6 -6  -1 -2  1 -4254  51 0 3405 0000 0200
-9 -9  -2 -3  1 -4221  17 0 3560 0000 0200
-10 -12  -3 -4  1 -4221  5 0 2271 0000 0200
-12 -13  -4 -4  1 -4221  1 0 1124 0000 0200
-15 -16  -4 -5  1 -4221  0 0 484 0000 0200
-15 -18  -4 -6  1 -4221  0 0 191 0000 0200
-15 -18  -5 -7  1 -4187  0 0 71 0000 0200
-13 -16  -6 -8  1 -4187  0 0 24 0000 0200
-10 -13  -6 -9  1 -4187  0 0 3 0000 0200
-9 -10  -6 -9  1 -4187  2 -5 -29 0000 0200
-6 -9  -6 -9  1 -4187  -3 -2 -376 0000 0200
-3 -6  -5 -7  1 -4120  46 -66 -1034 0000 0200
0 -3  -3 -6  1 -4120  15 -35 -1776 0000 0200
0 -3  -2 -5  1 -4120  27 -47 -1971 0000 0200
-3 -4  -1 -4  1 -4120  -17 10 -1498 0000 0200
-3 -7  -1 -4  1 -4120  -21 19 -894 0000 0200
-1 -6  -1 -5  1 -4087  4 -7 -358 0000 0200
1 -4  -1 -5  1 -4087  -55 63 -208 0000 0200
3 -1  0 -4  1 -4087  -1 1 -65 0000 0200
1 0  0 -2  1 -4087  -45 53 -44 0000 0200
0 -1  1 -1  1 -4087  33 -39 -30 0000 0200
-3 -3  1 0  1 -4087  12 -14 36 0000 0200
-6 -3  0 0  1 -4087  14 -17 -16 0000 0200
-4 -1  0 0  1 -4087  23 -27 53 0000 0200
-1 1  0 0  1 -4087  -38 43 -32 0000 0200
1 4  0 1  1 -4087  4 -5 7 0000 0200
4 7  1 3  1 -4026  -50 57 -26 0000 0200
9 10  3 5  1 -4026  30 -36 -19 0000 0200
13 15  5 8  1 -4026  5 -7 32 0000 0200
19 19  9 11  1 -4026  17 -21 -12 0000 0200
25 25  13 15  1 -4026  23 -28 53 0000 0200
31 31  18 19  1 -3960  -30 34 -29 0000 0200
34 36  22 23  1 -3960  4 -5 12 0000 0200
36 39  27 28  1 -3960  -56 64 -30 0000 0200
36 37  30 32  1 -3960  28 -33 -17 0000 0200
33 36  32 34  1 -3960  1 -2 20 0000 0200
28 33  33 35  1 -3927  22 -26 -13 0000 0200
25 28  32 35  1 -3927  23 -26 54 0000 0200
19 25  30 33  1 -3927  -21 26 -22 0000 0200
16 19  27 30  1 -3927  7 -7 18 0000 0200
12 15  23 27  1 -3927  -60 69 -34 0000 0200
7 12  19 23  1 -3894  24 -28 -15 0000 0200
6 9  15 19  1 -3894  -3 4 13 0000 0200
3 6  12 15  1 -3894  27 -30 -10 0000 0200
0 3  8 11  1 -3894  22 -25 51 0000 0201
0 0  5 8  1 -3894  -13 15 -19 0000 0200
0 3  3 5  1 -3828  10 -11 22 0000 0200
0 3  1 3  1 -3828  -62 72 -38 0000 0200
1 6  0 2  1 -3828  18 -21 -13 0000 0200
3 7  0 2  1 -3828  -11 12 3 0000 0200
6 9  1 3  1 -3828  30 -35 -10 0000 0200
7 9  1 4  1 -3729  21 -24 48 0000 0200
9 10  2 4  1 -3729  -7 8 -14 0000 0200
12 12  4 5  1 -3729  13 -15 26 0000 0200
12 12  5 6  1 -3729  -59 69 -38 0000 0200
12 12  6 7  1 -3729  13 -14 -13 0000 0200
10 12  7 7  1 -3663  -20 23 -8 0000 0200
10 12  7 8  1 -3663  33 -38 -14 0000 0200
12 12  8 8  1 -3663  19 -22 37 0000 0200
12 12  8 8  1 -3663  0 0 -13 0000 0200
10 12  8 8  1 -3663  18 -20 27 0000 0200
9 10  8 7  1 -3630  -56 66 -37 0000 0200
6 9  7 7  1 -3630  7 -8 -10 0000 0200
6 9  6 6  1 -3630  5 -5 34 0000 0200
9 12  5 6  1 -3630  47 -53 288 0000 0200
12 15  6 6  1 -3630  -6 8 897 0000 0200
15 18  7 8  1 -3597  -88 102 1561 0000 0200
18 21  9 10  1 -3597  -57 66 1923 0000 0200
21 21  11 12  1 -3597  -12 14 1658 0000 0200
24 21  14 14  1 -3597  48 -56 1080 0000 0200
24 21  16 15  1 -3597  39 -45 546 0000 0200
24 21  19 16  1 -3531  20 -23 238 0000 0200
21 19  20 17  1 -3531  8 -162 94 0000 0200
16 16  19 16  1 -3531  2 -1113 35 0000 0200
12 13  17 15  1 -3531  0 -2586 12 0000 0200
9 10  15 13  1 -3531  0 -3129 3 0000 0200
6 9  12 11  1 -3498  0 -1513 0 0000 0200
6 6  9 8  1 -3498  0 1154 0 0000 0200
7 6  7 6  1 -3498  0 2610 0 0000 0200
9 6  5 4  1 -3498  0 2345 0 0000 0200
7 6  4 2  1 -3498  -55 1339 0 0000 0200
6 3  2 0  1 -3432  -866 622 -1 0000 0200
3 0  0 -2  1 -3432  -2448 258 -5 0000 0200
0 -3  -1 -4  1 -3432  -3555 104 -10 0000 0200
0 -6  -2 -6  1 -3432  -2417 47 -20 0000 0200
-3 -7  -4 -8  1 -3432  484 26 -32 0000 0200
-4 -9  -6 -10  1 -3234  2652 17 -232 0000 0200
-7 -12  -8 -12  1 -3234  2865 12 -1277 0000 0200
-9 -13  -10 -15  1 -3234  1817 5 -3210 0000 0200
-12 -15  -12 -17  1 -3234  895 1 -4403 0000 0200
-12 -15  -14 -18  1 -3234  385 0 -2858 0000 0200
-12 -15  -15 -19  1 -3168  152 0 645 0000 0200
-12 -15  -16 -20  1 -3168  56 0 3315 0000 0200
-13 -15  -16 -20  1 -3168  19 0 3617 0000 0200
-15 -15  -17 -20  1 -3168  6 0 2371 0000 0200
-16 -15  -17 -20  1 -3168  1 0 1189 0000 0200
-18 -16  -17 -20  1 -3069  0 0 516 0000 0200
-16 -16  -17 -19  1 -3069  0 0 205 0000 0200
-13 -15  -17 -18  1 -3069  0 0 76 0000 0200
-10 -12  -16 -17  1 -3069  0 0 26 0000 0200
-9 -9  -15 -15  1 -3069  0 0 5 0000 0200
-7 -9  -13 -14  1 -3003  -2 0 -17 0000 0200
-6 -7  -12 -13  1 -3003  0 -5 -340 0000 0200
-3 -4  -10 -11  1 -3003  40 -58 -968 0000 0200
0 -3  -8 -9  1 -3003  12 -29 -1734 0000 0200
0 0  -6 -7  1 -3003  34 -53 -1970 0000 0200
0 0  -5 -6  1 -3036  -20 13 -1545 0000 0200
0 0  -4 -4  1 -3036  -11 8 -931 0000 0200
0 -1  -3 -4  1 -3036  3 -6 -367 0000 0200
-3 -4  -3 -4  1 -3036  -36 41 -211 0000 0200
-3 -6  -3 -4  1 -3036  0 -1 -49 0000 0200
0 -1  -3 -4  1 -3135  -61 70 -58 0000 0200
3 3  -2 -3  1 -3135  25 -29 -31 0000 0200
6 7  -1 -1  1 -3135  0 0 17 0000 0200
4 9  0 0  1 -3135  25 -29 -24 0000 0200
3 6  1 2  1 -3135  23 -27 63 0000 0200
-1 3  0 2  1 -3201  -18 21 -29 0000 0200
-4 -1  0 2  1 -3201  8 -9 30 0000 0200
-7 -4  -1 1  1 -3201  -62 71 -35 0000 0200
-9 -6  -3 0  1 -3201  20 -24 -20 0000 0200
-7 -6  -4 -2  1 -3201  -8 8 13 0000 0200
-6 -6  -5 -3  1 -3300  28 -33 -27 0000 0200
-6 -6  -6 -4  1 -3300  22 -26 65 0000 0200
-6 -6  -6 -5  1 -3300  -10 12 -27 0000 0200
-6 -3  -6 -5  1 -3300  11 -13 39 0000 0200
-3 -3  -5 -4  1 -3300  -62 71 -37 0000 0200
-3 -1  -5 -3  1 -3498  15 -17 -16 0000 0200
-4 -3  -4 -3  1 -3498  -15 17 4 0000 0200
-6 -3  -4 -2  1 -3498  32 -37 -31 0000 0200
-3 -1  -4 -2  1 -3498  20 -24 65 0000 0200
-3 0  -3 -1  1 -3498  -4 4 -28 0000 0200
-3 -1  -3 -1  1 -3531  15 -17 48 0000 0200
-3 -3  -3 -1  1 -3531  -59 69 -38 0000 0200
-3 -3  -3 -1  1 -3531  9 -11 -11 0000 0200
-3 -3  -3 -1  1 -3531  -23 26 -3 0000 0200
-3 0  -3 -1  1 -3531  34 -40 -33 0000 0200
0 1  -2 -1  1 -3564  19 -22 65 0000 0200
1 4  -1 0  1 -3564  3 -3 -25 0000 0200
3 6  0 1  1 -3564  19 -22 54 0000 0200
6 6  0 2  1 -3564  -55 64 -42 0000 0200
4 6  1 3  1 -3564  7 -7 -5 0000 0200
3 4  2 3  1 -3531  -31 36 -9 0000 0200
0 1  2 3  1 -3531  34 -40 -35 0000 0200
-3 -1  1 2  1 -3531  15 -19 56 0000 0200
-6 -4  0 1  1 -3531  7 -9 -30 0000 0200
-6 -7  -1 0  1 -3531  21 -25 -30 0000 0200
-6 -6  -2 -2  1 -3498  -49 56 -239 0000 0200
-4 -3  -3 -2  1 -3498  3 -3 -239 0000 0200
-1 1  -3 -2  1 -3498  -41 48 -107 0000 0200
3 3  -2 -1  1 -3498  34 -40 83 0000 0200
0 3  -1 0  1 -3498  13 -15 220 0000 0200
-4 -1  -1 0  1 -3465  13 -15 129 0000 0200
-10 -7  -2 0  1 -3465  23 -26 107 0000 0200
-16 -13  -4 -2  1 -3465  -41 47 1 0000 0200
-21 -19  -8 -5  1 -3465  2 -2 9 0000 0200
-24 -22  -12 -9  1 -3465  -16 20 18 0000 0200
-24 -24  -15 -13  1 -3432  43 -49 259 0000 0200
-24 -24  -18 -16  1 -3432  -8 9 842 0000 0200
-24 -24  -20 -19  1 -3432  -77 89 1520 0000 0200
-25 -24  -21 -21  1 -3432  -54 64 1925 0000 0200
-27 -25  -22 -22  1 -3432  -12 15 1692 0000 0200
-28 -27  -22 -22  1 -3399  48 -56 1124 0000 0200
-30 -28  -23 -23  1 -3399  39 -45 574 0000 0200
-30 -30  -24 -23  1 -3399  20 -23 252 0000 0200
-28 -27  -24 -23  1 -3399  8 -124 100 0000 0200
-25 -25  -23 -23  1 -3399  2 -1016 37 0000 0200
-22 -22  -22 -22  1 -3366  0 -2486 12 0000 0200
-16 -16  -20 -20  1 -3366  0 -3167 3 0000 0200
-10 -10  -17 -17  1 -3366  0 -1698 0 0000 0200
-4 -7  -12 -12  1 -3366  0 981 0 0000 0200
-1 -4  -8 -9  1 -3366  0 2570 0 0000 0200
1 0  -4 -5  1 -3366  0 2412 0 0000 0200
3 0  -1 -3  1 -3366  -32 1405 0 0000 0200
6 1  1 -1  1 -3366  -767 660 0 0000 0200
6 3  2 0  1 -3366  -2322 277 -4 0000 0200
6 4  4 1  1 -3366  -3544 111 -10 0000 0200
4 4  5 2  1 -3300  -2580 47 -16 0000 0200
1 3  5 2  1 -3300  269 27 -24 0000 0200
-3 1  4 3  1 -3300  2555 20 -202 0000 0200
-6 -1  2 2  1 -3300  2904 11 -1171 0000 0200
-9 -4  0 1  1 -3300  1898 4 -3038 0000 0200
-12 -7  -2 0  1 -3300  950 1 -4357 0000 0200
-9 -9  -4 -2  1 -3300  411 0 -3093 0000 0200
-9 -9  -5 -3  1 -3300  162 0 377 0000 0200
-7 -9  -6 -4  1 -3300  60 0 3215 0000 0200
-4 -7  -5 -4  1 -3300  21 0 3645 0000 0200
-3 -4  -4 -4  1 -3333  6 0 2462 0000 0200
0 -1  -1 -2  1 -3333  1 0 1254 0000 0200
4 1  1 0  1 -3333  0 0 549 0000 0200
7 7  5 4  1 -3333  0 0 219 0000 0200
13 13  8 7  1 -3333  0 0 82 0000 0200
16 18  11 11  1 -3300  0 0 29 0000 0200
21 21  15 14  1 -3300  0 0 8 0000 0200
21 24  17 17  1 -3300  15 3 -14 0000 0200
21 24  19 20  1 -3300  0 -6 -313 0000 0200
21 24  21 22  1 -3300  -56 -32 -911 0000 0200
19 22  22 23  1 -3300  -25 -23 -1694 0000 0200
21 24  22 24  1 -3300  -53 -33 -1968 0000 0200
21 24  21 24  1 -3300  36 4 -1609 0000 0200
18 24  21 23  1 -3300  8 -1 -990 0000 0200
18 21  20 23  1 -3300  3 0 -410 0000 0200
15 18  18 21  1 -3333  27 10 -222 0000 0200
15 18  17 20  1 -3333  -11 -4 -43 0000 0201
18 19  16 19  1 -3333  90 34 -68 0000 0200
19 22  16 19  1 -3333  -18 -6 -23 0000 0200
22 24  17 20  1 -3333  25 9 -4 0000 0200
24 24  18 21  1 -3366  -47 -17 -22 0000 0200
21 21  20 21  1 -3366  -28 -10 52 0000 0200
18 18  20 21  1 -3366  2 0 -20 0000 0200
15 15  20 20  1 -3366  -24 -9 38 0000 0200
15 15  19 18  1 -3366  81 31 -38 0000 0200
18 18  18 17  1 -3366  -11 -3 -9 0000 0200
18 21  17 16  1 -3366  40 15 -7 0000 0200
21 24  17 17  1 -3366  -48 -18 -17 0000 0200
18 21  17 17  1 -3366  -25 -9 50 0000 0200
16 19  16 17  1 -3366  -7 -2 -13 0000 0200
13 16  15 16  1 -3366  -29 -10 43 0000 0200
12 13  14 15  1 -3366  73 28 -37 0000 0200
9 12  12 13  1 -3366  -8 -2 -6 0000 0200
9 12  10 12  1 -3366  50 19 -16 0000 0200
7 9  8 10  1 -3366  -49 -18 -18 0000 0200
6 9  7 8  1 -3234  -20 -7 42 0000 0200
6 9  5 7  1 -3234  -13 -4 -11 0000 0200
9 9  5 6  1 -3234  -31 -10 45 0000 0200
9 9  5 5  1 -3234  65 25 -33 0000 0200
12 9  5 4  1 -3234  -3 -1 0 0000 0200
10 9  5 4  1 -3168  63 23 -21 0000 0200
9 9  5 4  1 -3168  -48 -18 -14 0000 0200
9 10  5 4  1 -3168  -15 -5 34 0000 0200
9 12  5 4  1 -3168  -22 -7 -9 0000 0200
9 12  5 4  1 -3168  -35 -12 47 0000 0200
6 9  4 5  1 -3135  57 22 -32 0000 0200
6 7  4 4  1 -3135  0 0 0 0000 0200
6 6  3 3  1 -3135  70 26 -26 0000 0200
7 6  2 3  1 -3135  -47 -17 -12 0000 0200
9 7  2 2  1 -3135  -11 -4 26 0000 0200
12 10  3 2  1 -3069  -29 -10 -7 0000 0200
12 12  4 2  1 -3069  -35 -12 47 0000 0200
12 13  5 3  1 -3069  41 15 -25 0000 0200
15 15  5 4  1 -3069  -5 -2 5 0000 0200
15 18  6 6  1 -3069  82 30 -38 0000 0200
15 18  7 7  1 -2970  -39 -14 -19 0000 0200
15 18  8 8  1 -2970  -3 -1 11 0000 0200
18 18  9 9  1 -2970  -34 -12 -8 0000 0200
18 18  10 10  1 -2970  -34 -12 43 0000 0200
18 16  10 10  1 -2970  28 11 -19 0000 0200
15 13  11 10  1 -2970  -10 -3 11 0000 0200
10 10  10 8  1 -2970  43 17 -1 0000 0200
7 6  8 6  1 -2970  -44 -15 219 0000 0200
3 3  6 4  1 -2970  25 9 768 0000 0200
3 3  3 2  1 -2970  93 34 1467 0000 0200
3 4  2 0  1 -2937  73 26 1928 0000 0200
6 6  1 0  1 -2937  15 5 1737 0000 0200
3 4  1 0  1 -2937  -68 -25 1179 0000 0200
3 3  1 0  1 -2937  -55 -20 608 0000 0200
0 1  0 0  1 -2937  -28 -9 268 0000 0200
0 0  0 0  1 -2904  -11 -85 107 0000 0200
0 0  -1 -1  1 -2904  -3 -921 40 0000 0200
-3 -3  -2 -3  1 -2904  0 -2384 13 0000 0200
-4 -4  -3 -4  1 -2904  0 -3192 4 0000 0200
-6 -6  -4 -5  1 -2904  0 -1872 1 0000 0200
-6 -3  -5 -6  1 -2937  0 803 0 0000 0200
-6 -3  -6 -6  1 -2937  0 2518 0 0000 0200
-3 -3  -7 -7  1 -2937  0 2471 0 0000 0200
-3 0  -7 -7  1 -2937  -16 1473 0 0000 0200
-4 0  -8 -8  1 -2937  -680 702 0 0000 0200
-6 -1  -10 -8  1 -2937  -2197 296 -4 0000 0200
-6 -3  -11 -9  1 -2937  -3517 118 -9 0000 0200
